,from,to,dist,to_cell_id_code,from_cell_id_code,nn_from
0,0,459,13.272739481291472,fxosaqna-460,rtudvxcw-1,7
1,0,984,10.365116833864256,fxegivey-985,rtudvxcw-1,7
2,0,1543,11.565426372831386,otvnfuqc-1544,rtudvxcw-1,7
3,0,2321,10.218850575305824,owhslwct-2322,rtudvxcw-1,7
4,0,2980,5.691597333985134,lfejywhd-2981,rtudvxcw-1,7
5,0,3277,5.425304874647056,aozyergz-3278,rtudvxcw-1,7
6,0,4217,8.40669135440553,cyeuxsio-4218,rtudvxcw-1,7
7,1,2212,14.774018255877806,ptuzzahg-2213,ufivoajq-2,9
8,1,2706,14.212573121884542,qebldiyc-2707,ufivoajq-2,9
9,1,3552,14.716764782804082,cermmvjm-3553,ufivoajq-2,9
10,1,3629,9.710342877036926,syhkryyo-3630,ufivoajq-2,9
11,1,3999,4.399999804129975,qvwlsaob-4000,ufivoajq-2,9
12,1,4524,7.104022256164629,xnhzqzio-4525,ufivoajq-2,9
13,1,4623,10.94708735560971,nrcrdgvf-4624,ufivoajq-2,9
14,1,4887,7.582146862091215,uaixizeh-4888,ufivoajq-2,9
15,1,5240,16.014825598294077,lfdvivud-5241,ufivoajq-2,9
16,2,284,17.55839983374079,efhezlgr-285,cixftkma-3,6
17,2,1725,6.533599458970709,hykigbfa-1726,cixftkma-3,6
18,2,3957,15.227420984247644,tfprqgog-3958,cixftkma-3,6
19,2,4479,14.733455847844409,qbwwcaqj-4480,cixftkma-3,6
20,2,4666,13.842812242385357,rmipvytr-4667,cixftkma-3,6
21,2,5008,14.572610045191347,hxccmdxn-5009,cixftkma-3,6
22,3,1378,17.13285910120746,rdjfieyv-1379,dhghgipi-4,5
23,3,2540,10.230588751337287,nzrtsrfc-2541,dhghgipi-4,5
24,3,2799,15.08852522768551,arqhyxaa-2800,dhghgipi-4,5
25,3,3788,16.203154823385898,nwcvgoff-3789,dhghgipi-4,5
26,3,4746,8.774225646064615,efaouffv-4747,dhghgipi-4,5
27,4,22,17.197839854326933,ujqseqmr-23,eottrnkj-5,7
28,4,214,18.209782757356038,tboazabb-215,eottrnkj-5,7
29,4,1109,16.860509178947627,ccwtnbhh-1110,eottrnkj-5,7
30,4,2805,13.72791387164155,erdekcnl-2806,eottrnkj-5,7
31,4,3543,15.812714729337774,exosfvcj-3544,eottrnkj-5,7
32,4,4052,19.655804579776706,emzsyesu-4053,eottrnkj-5,7
33,4,4604,14.91907335398639,llcvhoph-4605,eottrnkj-5,7
34,5,808,14.272245865802919,fpxbudmc-809,tviwfhci-6,9
35,5,1533,17.632644044501813,wxwpeley-1534,tviwfhci-6,9
36,5,1711,8.699841632758666,ejlldvrv-1712,tviwfhci-6,9
37,5,2007,17.71590947851836,pgifasvi-2008,tviwfhci-6,9
38,5,2408,12.339458662476238,pdaxrspx-2409,tviwfhci-6,9
39,5,2790,17.41518239501844,hdiitsum-2791,tviwfhci-6,9
40,5,3440,12.994898968176347,qnaewbjb-3441,tviwfhci-6,9
41,5,3661,13.804754926104117,hxclzqwq-3662,tviwfhci-6,9
42,5,5028,18.137019807777605,ogbooeva-5029,tviwfhci-6,9
43,6,1983,10.588187029632978,erjajejb-1984,uefcxzom-7,3
44,6,4465,17.011371101164112,wjotkgtv-4466,uefcxzom-7,3
45,6,4910,12.80488922297615,kyouaacx-4911,uefcxzom-7,3
46,7,750,5.890717899442143,vbdlfgoc-751,vsegbdku-8,2
47,7,1240,4.644801888969347,nxxjtjsa-1241,vsegbdku-8,2
48,8,42,16.546877655732505,leoyypzq-43,zhtgzmcw-9,4
49,8,1893,5.011029660408617,scjwjken-1894,zhtgzmcw-9,4
50,8,3100,3.4430904221719856,rfsovqnt-3101,zhtgzmcw-9,4
51,8,4278,14.967484898969749,lkialkik-4279,zhtgzmcw-9,4
52,9,556,7.409557193011567,gztwjecv-557,nzoxoxdo-10,9
53,9,665,16.679251636007024,usdevfre-666,nzoxoxdo-10,9
54,9,932,17.21234388185869,btefztbv-933,nzoxoxdo-10,9
55,9,1222,15.289686242010344,rokxldel-1223,nzoxoxdo-10,9
56,9,1746,9.438134868568682,cvchosdn-1747,nzoxoxdo-10,9
57,9,2300,7.714034377716975,gheuizrz-2301,nzoxoxdo-10,9
58,9,3441,9.89699495542138,xxaualhe-3442,nzoxoxdo-10,9
59,9,3786,15.638456710011088,rjkdzvys-3787,nzoxoxdo-10,9
60,9,4061,19.58614699116467,rmshchuh-4062,nzoxoxdo-10,9
61,10,607,14.63636288447643,pzcfiyot-608,mftcjbbr-11,4
62,10,928,19.65541116923766,aobcyyts-929,mftcjbbr-11,4
63,10,1256,2.0660780611816136,jnyuayoz-1257,mftcjbbr-11,4
64,10,3118,1.665194693922453,fzqwrhds-3119,mftcjbbr-11,4
65,11,397,10.366823032551725,snedssyh-398,pjnoxiqd-12,6
66,11,1310,16.055021133247788,dwizmdwm-1311,pjnoxiqd-12,6
67,11,3103,19.638514443581062,pxsgjjxp-3104,pjnoxiqd-12,6
68,11,3590,5.749715579640652,ugtspnjo-3591,pjnoxiqd-12,6
69,11,3953,7.397560921442023,yajtdzab-3954,pjnoxiqd-12,6
70,11,4148,10.329017659053754,xlhekoxg-4149,pjnoxiqd-12,6
71,12,804,12.324606264611049,ewvqlkvj-805,ixhmeaqe-13,8
72,12,2678,14.540078682133117,ojkfmmkj-2679,ixhmeaqe-13,8
73,12,2838,18.06420675925533,yaqxowin-2839,ixhmeaqe-13,8
74,12,3347,19.250250133306846,uvjmzmnf-3348,ixhmeaqe-13,8
75,12,3589,11.783246600120318,gossycqa-3590,ixhmeaqe-13,8
76,12,4207,14.732034566006133,dexeytvk-4208,ixhmeaqe-13,8
77,12,4400,7.15298378179844,saymdwqj-4401,ixhmeaqe-13,8
78,12,4471,6.608493575616368,augioieu-4472,ixhmeaqe-13,8
79,13,110,6.547044228528025,vgfcjktb-111,yducubsx-14,10
80,13,786,8.178158424544803,dihnoxwg-787,yducubsx-14,10
81,13,1111,8.355475759464705,cdaauboc-1112,yducubsx-14,10
82,13,1964,15.629955424776847,ygeiqkse-1965,yducubsx-14,10
83,13,2345,16.314302425956853,mztzwfry-2346,yducubsx-14,10
84,13,2472,15.52734626546238,fmkhezzy-2473,yducubsx-14,10
85,13,4311,13.555834770720624,iebsynlh-4312,yducubsx-14,10
86,13,4430,2.3905058773581676,zltkegfl-4431,yducubsx-14,10
87,13,5064,19.169433331458926,junrpyez-5065,yducubsx-14,10
88,13,5133,18.37890551266504,gtyoxbml-5134,yducubsx-14,10
89,14,560,10.060947670014317,blavdfbx-561,frpfxjwe-15,6
90,14,1043,14.246185666415736,tirpxwmm-1044,frpfxjwe-15,6
91,14,1645,17.081094764706762,qdabqrna-1646,frpfxjwe-15,6
92,14,2537,2.306814965153521,mfggyajz-2538,frpfxjwe-15,6
93,14,2881,6.853604266060244,ipadhbqx-2882,frpfxjwe-15,6
94,14,3020,19.440217821023666,lsmfjaur-3021,frpfxjwe-15,6
95,15,959,19.748263242923645,rgkcvxia-960,ynvrespd-16,7
96,15,1212,12.603757519803041,ycmqqbaz-1213,ynvrespd-16,7
97,15,1303,13.686305590695085,mpyukqma-1304,ynvrespd-16,7
98,15,1494,6.132585444087588,jdiiqzpw-1495,ynvrespd-16,7
99,15,2336,17.889640820074376,rspecjgl-2337,ynvrespd-16,7
100,15,2962,2.7717763218985136,kpceovrv-2963,ynvrespd-16,7
101,15,4081,16.47247559700267,avxaaotc-4082,ynvrespd-16,7
102,16,1988,12.061561814461653,yfqzlzkk-1989,qthhqcvp-17,6
103,16,2111,10.593035843807035,awwaztwn-2112,qthhqcvp-17,6
104,16,2573,9.876800284005272,pzsndkzn-2574,qthhqcvp-17,6
105,16,2719,15.950582148343836,lygqhjnc-2720,qthhqcvp-17,6
106,16,4026,6.70478579510835,jwoppoha-4027,qthhqcvp-17,6
107,16,4054,14.805617658818639,zwrccfnj-4055,qthhqcvp-17,6
108,17,2129,12.921404838827458,uqclznny-2130,fxjajdlq-18,3
109,17,3294,14.279427896147887,gdjbyvhz-3295,fxjajdlq-18,3
110,17,3910,6.872826582723278,dirxmyjm-3911,fxjajdlq-18,3
111,18,383,5.517034286057817,hwybuilq-384,bhviheyb-19,10
112,18,572,5.511699204492847,ncuinjpd-573,bhviheyb-19,10
113,18,829,11.45456637882815,trbwpicl-830,bhviheyb-19,10
114,18,1735,13.243214593034049,gcizpfgx-1736,bhviheyb-19,10
115,18,1909,13.424324883524735,qvwqdlyp-1910,bhviheyb-19,10
116,18,2240,15.670073151724397,qnrlynjt-2241,bhviheyb-19,10
117,18,2519,17.675839517489887,mbkknscp-2520,bhviheyb-19,10
118,18,2541,18.35931689964926,cmlfknuh-2542,bhviheyb-19,10
119,18,2878,9.674489993424082,ljruzyiu-2879,bhviheyb-19,10
120,18,4783,16.194583024015106,mjknfmkk-4784,bhviheyb-19,10
121,19,2575,13.803876085793465,plsfkodm-2576,jiktvxbu-20,2
122,19,5238,7.221946546943121,wseunqok-5239,jiktvxbu-20,2
123,20,2451,1.7037341060386575,xszaaxgq-2452,jmmiabbi-21,9
124,20,2556,18.403767677143016,fthiyszm-2557,jmmiabbi-21,9
125,20,2690,19.056911376643342,jivxrxzl-2691,jmmiabbi-21,9
126,20,2835,19.467375624312453,tjhkfxyx-2836,jmmiabbi-21,9
127,20,3693,7.210311393127595,szootzmx-3694,jmmiabbi-21,9
128,20,4378,14.152975724947687,pxmpzpen-4379,jmmiabbi-21,9
129,20,4710,15.974163069492095,bdifuzkh-4711,jmmiabbi-21,9
130,20,5128,17.133525907059095,afzzvjch-5129,jmmiabbi-21,9
131,20,5204,10.288043886803724,dfmhnytl-5205,jmmiabbi-21,9
132,21,176,16.80263146673815,gnqyayia-177,mluqrjpv-22,5
133,21,1217,10.341474363232294,htdpvvbv-1218,mluqrjpv-22,5
