,from,to,dist,to_cell_id_code,from_cell_id_code,nn_from
0,0,69,11.39666538118927,tuimvefb-70,vmzxcbfh-1,2
1,0,1533,19.320656937054952,kohksgpj-1534,vmzxcbfh-1,2
2,1,1546,3.8223905137857015,zpcmjpgd-1547,umemyjtx-2,2
3,1,2157,19.24111540224062,njjqzayc-2158,umemyjtx-2,2
4,2,540,16.315271409829013,pbzmdbuf-541,xmuzsmcx-3,1
5,3,1351,15.856438887664806,ecddduqy-1352,tagrjzlw-4,3
6,3,1701,16.39156518027805,mnjhifpp-1702,tagrjzlw-4,3
7,3,1806,15.033529892916125,lcwxkdjx-1807,tagrjzlw-4,3
8,4,428,17.16872342475818,pywvygfj-429,hpjxyyhn-5,2
9,4,1793,14.435424864019359,kfcsmdxj-1794,hpjxyyhn-5,2
10,5,2287,18.838711639529713,hdkrzblx-2288,yuuwnuye-6,1
11,6,487,15.617471025303068,srqheesu-488,kdgarthl-7,2
12,6,1045,14.618478130889802,qwypfpso-1046,kdgarthl-7,2
13,7,1498,13.901584062984574,sxwzqkfq-1499,byzlivmz-8,1
14,8,425,18.50938521989664,bweykorh-426,jvipmopl-9,3
15,8,531,19.23367766565078,dentfexu-532,jvipmopl-9,3
16,8,1805,17.31389208172212,drberynq-1806,jvipmopl-9,3
17,10,2193,14.467189740065711,obvbligu-2194,tgvohckm-11,1
18,11,1342,4.639326005655959,wvwzyjfg-1343,kwrgzdbh-12,2
19,11,1991,9.696722426217955,veislvet-1992,kwrgzdbh-12,2
20,12,61,12.34120879191349,kyjfrwcq-62,barhvxmp-13,4
21,12,111,18.857002473723824,pqbvdolr-112,barhvxmp-13,4
22,12,151,4.835060343213237,zgaznall-152,barhvxmp-13,4
23,12,1339,18.883837432045787,tbmgymrg-1340,barhvxmp-13,4
24,13,1368,15.332174043293588,uugefljw-1369,quwtfrcn-14,2
25,13,2213,6.58178082138336,hwnxylzi-2214,quwtfrcn-14,2
26,14,1257,10.474397027949692,fiyayrgd-1258,dgoxnlkt-15,1
27,15,134,11.71010494152306,yxqpphfx-135,qyupvweb-16,3
28,15,1222,7.919430168173123,utxeofrv-1223,qyupvweb-16,3
29,15,1631,11.48880789676221,zjgzzqyn-1632,qyupvweb-16,3
30,17,751,10.117710427616114,adeprczr-752,eulpzbou-18,2
