,from,to,dist,to_cell_id_code,from_cell_id_code,nn_from
0,0,1305,15.906707196772103,vfumvbym-1306,tyqbkkpq-1,4
1,0,1672,16.881574647029844,umdiyubu-1673,tyqbkkpq-1,4
2,0,2225,17.34675412044067,wdvjtozq-2226,tyqbkkpq-1,4
3,0,2296,6.6514200108426715,fbdkacwv-2297,tyqbkkpq-1,4
4,1,1588,19.3162651535288,vlqvyyjc-1589,qxkhwnpk-2,3
5,1,2769,17.170290753798767,joznymbs-2770,qxkhwnpk-2,3
6,1,3072,6.863997471072098,hzlrgjgi-3073,qxkhwnpk-2,3
7,2,144,16.957955287395592,dibiyxmv-145,epwurgmi-3,2
8,2,3467,13.906795255012216,zbwhqrzd-3468,epwurgmi-3,2
9,3,947,16.204134648866532,kzvakmwh-948,tfcrvnhv-4,1
10,4,1364,16.71055411232362,syugjbgz-1365,kftgbzgg-5,6
11,4,1913,17.88010794802625,daoklouh-1914,kftgbzgg-5,6
12,4,3002,15.037767539334702,mcjmdcax-3003,kftgbzgg-5,6
13,4,3712,11.460216636098588,yuijnkau-3713,kftgbzgg-5,6
14,4,4006,5.577615885905792,lzhzzuvw-4007,kftgbzgg-5,6
15,4,4447,17.16347549506829,kfdoxcpc-4448,kftgbzgg-5,6
16,5,1757,17.455931375546395,tdntmvnj-1758,cktoecoz-6,1
17,6,724,14.657860301985673,xbwipqyl-725,noiyomye-7,3
18,6,2149,13.421750584728365,wfunexfz-2150,noiyomye-7,3
19,6,4319,5.051557342547277,juxwkwjo-4320,noiyomye-7,3
20,7,1032,15.405737446630253,qaiqcsve-1033,uqmbtlmo-8,3
21,7,1510,9.494346092215498,pntvlxhb-1511,uqmbtlmo-8,3
22,7,4272,17.641844996351796,agaeuemf-4273,uqmbtlmo-8,3
23,8,68,11.377214135355887,obngbfod-69,tlrprbaj-9,6
24,8,432,12.073843575183531,umdkxfcx-433,tlrprbaj-9,6
25,8,631,8.2093031440147,atyzonrd-632,tlrprbaj-9,6
26,8,3000,8.613239319444693,hapnciko-3001,tlrprbaj-9,6
27,8,3415,15.225251114625523,nxwydkoy-3416,tlrprbaj-9,6
28,8,4427,12.586525903580993,qnnrbtzj-4428,tlrprbaj-9,6
29,9,204,17.6160661188752,zhhyavin-205,tnowebvx-10,5
30,9,1655,19.04249919676993,vtfynzgk-1656,tnowebvx-10,5
31,9,1747,16.22229360646704,lvflscnr-1748,tnowebvx-10,5
32,9,2438,16.057947491210225,fhokygci-2439,tnowebvx-10,5
