,from,to,dist,to_cell_id_code,from_cell_id_code,nn_from
0,0,778,8.497070640055476,xxbmmsqj-779,ozqlycra-1,1
1,1,648,18.79482976636633,czkymtxj-649,tkhznznr-2,3
2,1,1092,5.163826021305772,pukoquhx-1093,tkhznznr-2,3
3,1,1103,7.728171728490583,jqrlpksk-1104,tkhznznr-2,3
4,2,98,8.198594965432804,cmsseqad-99,vkemtyvr-3,4
5,2,1891,15.036481043985896,xyqtaoca-1892,vkemtyvr-3,4
6,2,1964,5.454293208250212,trgiiinz-1965,vkemtyvr-3,4
7,2,2557,18.50303302684727,wpehsyos-2558,vkemtyvr-3,4
8,3,212,7.412404645087702,nvgcuwcp-213,dxczynjz-4,3
9,3,832,17.882354702369735,iweudxfc-833,dxczynjz-4,3
10,3,1794,11.001202882987187,klfobgri-1795,dxczynjz-4,3
11,4,335,10.721440996799355,buicbdpv-336,ehdqgtxi-5,5
12,4,404,1.004842917077948,wxgjrdcc-405,ehdqgtxi-5,5
13,4,1059,14.059122110503989,ldaucsyy-1060,ehdqgtxi-5,5
14,4,2235,17.64836729623998,bdtotvqh-2236,ehdqgtxi-5,5
15,4,2366,17.82734606980044,vuiyptmg-2367,ehdqgtxi-5,5
16,5,623,18.407191246882675,qjkqaugx-624,pftnjmbm-6,1
17,6,707,15.029586598999812,gmkmserb-708,pzlvgpya-7,6
18,6,807,18.138600430831577,kqcogiyb-808,pzlvgpya-7,6
19,6,1953,8.748233526170614,iobnrllj-1954,pzlvgpya-7,6
20,6,2093,17.353695653413173,pzxipuoi-2094,pzlvgpya-7,6
21,6,2480,7.569079657949586,fstapstt-2481,pzlvgpya-7,6
22,6,2522,17.67305899399315,twvfqvap-2523,pzlvgpya-7,6
23,7,549,18.985044792553914,hbjbrubx-550,hpxgubul-8,4
24,7,1084,16.987164387920178,beujhmjo-1085,hpxgubul-8,4
25,7,1687,10.673005708774838,stvsovfi-1688,hpxgubul-8,4
26,7,1852,19.175271488775333,dzwbppdb-1853,hpxgubul-8,4
27,8,1354,8.84169388297138,ppgtjkvs-1355,xhmqhnjz-9,2
28,8,2082,19.062403415838478,mxgcpjcr-2083,xhmqhnjz-9,2
29,9,913,9.783906438919228,sjipmevi-914,szpquxyx-10,4
30,9,1223,12.307126383578908,npqoqaoo-1224,szpquxyx-10,4
31,9,2022,9.468051754075272,slptinqn-2023,szpquxyx-10,4
32,9,2302,16.926572137093927,beczqnfb-2303,szpquxyx-10,4
33,10,2046,19.06133591102421,djhvxakk-2047,zuwultdm-11,1
34,11,16,11.340525874575004,fodtapyk-17,gybcdrvb-12,2
35,11,1500,18.021712366954514,bvxixgpx-1501,gybcdrvb-12,2
36,13,284,0.5322843196109993,bhqylcnb-285,yywpsmun-14,1
37,14,318,15.769645179420124,meqzgkzy-319,slafwfoq-15,4
38,14,339,8.598132717024376,oqcmrftm-340,slafwfoq-15,4
39,14,931,19.479222395207003,gmqfzkag-932,slafwfoq-15,4
40,14,1011,18.632257107562378,serqnbny-1012,slafwfoq-15,4
41,16,1001,15.85126172232222,wavkkfca-1002,fodtapyk-17,4
42,16,1500,16.572671573759507,bvxixgpx-1501,fodtapyk-17,4
43,16,1839,18.462132262472004,grtbodfn-1840,fodtapyk-17,4
44,17,981,15.997551488526257,bwblikdw-982,jairpybk-18,2
45,17,1405,16.944271281358187,kgtpxjil-1406,jairpybk-18,2
46,18,220,12.340610171960787,lpvldrlt-221,fblssjpi-19,3
47,18,533,19.11089562806497,lcjniicc-534,fblssjpi-19,3
