,from,to,dist,to_cell_id_code,from_cell_id_code,nn_from
0,0,28,5.597038190089471,oczyuwic-29,bwmczteh-1,8
1,0,2582,13.873605691857376,ybtxzvbf-2583,bwmczteh-1,8
2,0,3566,4.344780147686825,ufwkvcqv-3567,bwmczteh-1,8
3,0,3619,14.699726091610062,bsyogktw-3620,bwmczteh-1,8
4,0,4505,11.343188223908928,sjuktggz-4506,bwmczteh-1,8
5,0,4981,16.261715843073418,qwnuxuac-4982,bwmczteh-1,8
6,0,5262,17.64778120018499,kxvdohpq-5263,bwmczteh-1,8
7,0,6250,7.74633138650017,ejxtqpel-6251,bwmczteh-1,8
8,1,292,13.285808033601137,kgervxtr-293,fgzbacba-2,10
9,1,389,18.155352596823644,fhfrkupm-390,fgzbacba-2,10
10,1,780,13.880778178808072,uuczoyfs-781,fgzbacba-2,10
11,1,1057,17.303781033426173,qhsfroyr-1058,fgzbacba-2,10
12,1,1197,16.854027613853887,fmyghkva-1198,fgzbacba-2,10
13,1,1453,11.772448760301629,klpvulds-1454,fgzbacba-2,10
14,1,1486,10.877279243748138,uvyvxrym-1487,fgzbacba-2,10
15,1,2833,13.082290564488005,sorgavqo-2834,fgzbacba-2,10
16,1,4481,6.383628807071931,xcdtuvjz-4482,fgzbacba-2,10
17,1,6198,11.755747924432066,fqrwjotm-6199,fgzbacba-2,10
18,2,5083,14.982704904690596,eokihegh-5084,knokxyef-3,1
19,3,440,18.01758258626456,kpqcvkuy-441,ivacqrnp-4,8
20,3,757,14.651884873425741,ryzpgcye-758,ivacqrnp-4,8
21,3,2882,12.424478652287876,angxoxhu-2883,ivacqrnp-4,8
22,3,3036,16.761538945447768,rudrawor-3037,ivacqrnp-4,8
23,3,3944,14.005313255907213,obyanqtn-3945,ivacqrnp-4,8
24,3,4297,18.399506335294383,cwecxdpg-4298,ivacqrnp-4,8
25,3,4617,17.834207355405155,wsrtcyqw-4618,ivacqrnp-4,8
26,3,6352,11.299941039230243,ohvfbevq-6353,ivacqrnp-4,8
27,4,941,13.298949061354547,ojfbnued-942,khddaife-5,7
28,4,1720,16.513566104428936,ckhyyglt-1721,khddaife-5,7
29,4,2468,5.348071927364254,cgeuysgm-2469,khddaife-5,7
30,4,2866,18.677860142358533,gbymfkzb-2867,khddaife-5,7
31,4,4619,18.010757890241745,mztoiydc-4620,khddaife-5,7
32,4,4967,16.252947886995543,ftfujpgh-4968,khddaife-5,7
33,4,6322,16.17406400524328,xzuwnxsq-6323,khddaife-5,7
34,5,1245,5.645453620387974,kilyuvwx-1246,dpdurqxa-6,4
35,5,1765,4.215964360850625,cqetjjod-1766,dpdurqxa-6,4
36,5,1790,17.503889699212614,utpkyuji-1791,dpdurqxa-6,4
37,5,5138,16.102421089501597,xhsayttb-5139,dpdurqxa-6,4
38,6,1061,17.707462789243987,qqminzjs-1062,axkasluu-7,4
39,6,2455,15.369281380593515,inqwhugd-2456,axkasluu-7,4
40,6,3071,12.328856762736164,vekyfigp-3072,axkasluu-7,4
