,from,to,dist,to_cell_id_code,from_cell_id_code,nn_from
0,0,648,0.961390755695479,drpyoahs-649,tipazefx-1,6
1,0,2605,8.496324760281851,ydtgjpdt-2606,tipazefx-1,6
2,0,3839,17.672777449382146,tdydoulp-3840,tipazefx-1,6
3,0,3961,17.519992939757625,mpahoiaq-3962,tipazefx-1,6
4,0,4189,14.04726695607902,cveuqung-4190,tipazefx-1,6
5,0,5562,10.302148001152409,yuweohny-5563,tipazefx-1,6
6,1,708,14.989498868952408,skopfwvs-709,wdvypcsx-2,7
7,1,794,18.84315397669751,ifysgpgd-795,wdvypcsx-2,7
8,1,1725,18.19094993716132,btwafniz-1726,wdvypcsx-2,7
9,1,4157,18.487875712843774,afdocpwd-4158,wdvypcsx-2,7
10,1,4232,6.627925201529743,kfsyufdp-4233,wdvypcsx-2,7
11,1,5187,12.432801236995443,xjwospep-5188,wdvypcsx-2,7
12,1,5297,2.7808129066596026,koaejvbf-5298,wdvypcsx-2,7
13,2,135,16.899832342830454,rqeswwxa-136,qjyqzohe-3,7
14,2,161,18.790052216209997,nsdnakei-162,qjyqzohe-3,7
15,2,1852,14.947318861108378,xlpglhoz-1853,qjyqzohe-3,7
16,2,3484,16.44325880219237,wqkbhnsu-3485,qjyqzohe-3,7
17,2,3825,8.690784543990201,iblttdic-3826,qjyqzohe-3,7
18,2,5263,13.8155611212067,wkerdgoe-5264,qjyqzohe-3,7
19,2,5810,16.050455682745202,ybhytcwk-5811,qjyqzohe-3,7
20,3,1687,17.170454750111748,rumspxxa-1688,aftdhjgs-4,3
21,3,4333,15.937147001378017,zznwxkio-4334,aftdhjgs-4,3
22,3,5310,12.545382706735841,uqzedfdw-5311,aftdhjgs-4,3
23,4,19,4.423113017357475,ihjqpfyq-20,yhmmzujx-5,6
24,4,1416,5.450361689872957,urcxdlyc-1417,yhmmzujx-5,6
25,4,2353,19.799439127919698,ottcpbng-2354,yhmmzujx-5,6
26,4,4722,17.6043164075597,hnfffwru-4723,yhmmzujx-5,6
27,4,5077,10.69772731902419,minbfrqk-5078,yhmmzujx-5,6
28,4,6143,15.062784970888808,dwgqawhr-6144,yhmmzujx-5,6
29,5,3982,16.817280088500354,hfrmfyqu-3983,brvfkrph-6,3
30,5,5113,13.343136765875427,rbktgiqe-5114,brvfkrph-6,3
31,5,5738,4.886781468537417,aerihlnp-5739,brvfkrph-6,3
32,6,3536,15.943610219108022,yphtchtl-3537,vfpayrdj-7,4
33,6,4604,6.56837349258318,hugzjtep-4605,vfpayrdj-7,4
34,6,4688,10.687730372426303,cgjxuasr-4689,vfpayrdj-7,4
35,6,6093,3.901820367687085,mozosqse-6094,vfpayrdj-7,4
36,7,1690,16.555002562165342,yjkkbsef-1691,btrntalr-8,5
37,7,1961,19.90139967390015,ulokhfsp-1962,btrntalr-8,5
38,7,2827,18.18995281203219,tvxcwkvk-2828,btrntalr-8,5
39,7,3499,17.54068525230634,qhxrfeqq-3500,btrntalr-8,5
40,7,4464,18.38255201504429,hbmouevo-4465,btrntalr-8,5
41,8,56,11.6576042700565,woeemaxl-57,ovuxwetm-9,5
42,8,139,15.20040353872956,brrxrmhe-140,ovuxwetm-9,5
43,8,475,13.420710102094983,qvqmtsec-476,ovuxwetm-9,5
44,8,2205,19.695262112068203,osgotyjh-2206,ovuxwetm-9,5
45,8,6246,13.392895697110879,ugfqftsq-6247,ovuxwetm-9,5
46,9,2962,17.284413544694505,jjbwqckp-2963,brnytpdl-10,4
47,9,3080,11.823932839012027,nqywsuge-3081,brnytpdl-10,4
48,9,4002,2.1155731329840832,ztnpplux-4003,brnytpdl-10,4
49,9,5202,10.86133955216287,gnpqsmgu-5203,brnytpdl-10,4
50,10,2387,13.577552083403905,gfcwgmhj-2388,fdcpcxmr-11,3
51,10,5261,19.53106199462169,znwqkjpl-5262,fdcpcxmr-11,3
52,10,5617,10.578241251705425,kfzeykkx-5618,fdcpcxmr-11,3
53,11,616,16.743618831481946,fcijyufe-617,drycmpxu-12,6
54,11,1202,15.170587272148538,igwlrxiq-1203,drycmpxu-12,6
55,11,3720,4.696736981982308,adonvtxm-3721,drycmpxu-12,6
56,11,4325,16.46537538039727,hcfwxtoa-4326,drycmpxu-12,6
57,11,4837,10.135245600600472,udfawmcy-4838,drycmpxu-12,6
58,11,5154,9.251726907210706,kdjytdjk-5155,drycmpxu-12,6
59,12,443,13.168449939140245,dqcnxayv-444,uuqvjzwh-13,8
60,12,1272,13.208525260374374,azhblcra-1273,uuqvjzwh-13,8
61,12,3562,2.21133188231774,xkcfervu-3563,uuqvjzwh-13,8
62,12,3650,18.747227929959646,juoikari-3651,uuqvjzwh-13,8
63,12,4303,19.689010409557568,fgkqaxyy-4304,uuqvjzwh-13,8
64,12,4375,15.617252265605682,wbbgfeoe-4376,uuqvjzwh-13,8
65,12,4664,12.686092768417,aecnkncn-4665,uuqvjzwh-13,8
66,12,6281,13.658351112085791,nwrudetw-6282,uuqvjzwh-13,8
67,13,817,6.675465624469696,cpgwljhh-818,amzxiqil-14,3
68,13,1849,18.21236046640187,aesvpxwj-1850,amzxiqil-14,3
69,13,4840,17.36249686514541,lwkplrnf-4841,amzxiqil-14,3
70,14,77,10.996354118188199,fjsrahej-78,dlfmfriq-15,11
71,14,507,12.885427573457148,skqqcuqv-508,dlfmfriq-15,11
72,14,865,8.599126442024964,ehfwudcd-866,dlfmfriq-15,11
73,14,2579,18.005832891892503,wuwmexgt-2580,dlfmfriq-15,11
74,14,3415,19.59368725242649,aquasxic-3416,dlfmfriq-15,11
75,14,3596,8.207782839990434,cvxexssr-3597,dlfmfriq-15,11
76,14,4100,14.322160703800149,syjioies-4101,dlfmfriq-15,11
77,14,4630,13.884056188797132,inyceshz-4631,dlfmfriq-15,11
78,14,5439,13.995542137233176,woemepju-5440,dlfmfriq-15,11
79,14,6120,19.965275256873316,aezikwxc-6121,dlfmfriq-15,11
80,14,6238,10.580855819410056,nlbzrooi-6239,dlfmfriq-15,11
81,15,1804,18.737131887033918,vdmlsijf-1805,hjvnhlqa-16,12
82,15,2065,12.835836807091251,kouzlodw-2066,hjvnhlqa-16,12
83,15,2190,11.804508830407993,iwiarfnb-2191,hjvnhlqa-16,12
84,15,2282,12.758392646685692,auiqndqm-2283,hjvnhlqa-16,12
85,15,2449,10.23142057427798,jyenxzag-2450,hjvnhlqa-16,12
86,15,2858,12.355116474367225,rufpwbga-2859,hjvnhlqa-16,12
87,15,3721,19.784959073821483,dybwvqgn-3722,hjvnhlqa-16,12
88,15,4595,16.796879887477353,izcxocoa-4596,hjvnhlqa-16,12
89,15,5198,9.664206283594464,fwklknee-5199,hjvnhlqa-16,12
90,15,5704,12.451777886667601,wuesthie-5705,hjvnhlqa-16,12
91,15,5825,10.745869050252958,dupbgiru-5826,hjvnhlqa-16,12
92,15,6183,7.035488152508078,gahbopxh-6184,hjvnhlqa-16,12
93,16,1048,15.341247691516015,iucbnpet-1049,evoranth-17,11
94,16,1142,1.988851450163255,pcoybedu-1143,evoranth-17,11
95,16,1628,13.170530079478947,psppqkxk-1629,evoranth-17,11
96,16,1995,16.392180410306203,yixwevbm-1996,evoranth-17,11
97,16,2395,14.386685665111235,hudbtojs-2396,evoranth-17,11
98,16,2724,12.343040173832494,nymtdzpq-2725,evoranth-17,11
99,16,3443,15.316299611575742,mgozidnr-3444,evoranth-17,11
100,16,3487,12.004261060474068,lbqrchun-3488,evoranth-17,11
101,16,3757,9.132579686723352,runblqor-3758,evoranth-17,11
102,16,4033,14.714387645915682,xwgodjxs-4034,evoranth-17,11
103,16,5236,7.031647426045353,kcikxblr-5237,evoranth-17,11
104,17,2180,9.699671689515004,cohqwhsl-2181,ouxzdpny-18,4
105,17,3877,19.81553513758184,yjhgmsch-3878,ouxzdpny-18,4
106,17,5275,18.65453032543172,ksgifipq-5276,ouxzdpny-18,4
107,17,5878,2.8933597388310415,qbszrbtt-5879,ouxzdpny-18,4
108,18,2130,15.80851460241801,luslrwce-2131,zncggxwv-19,3
109,18,2195,17.20353720848933,hixfqcfg-2196,zncggxwv-19,3
110,18,5139,16.445428075837675,pnuwslpl-5140,zncggxwv-19,3
111,19,1416,9.559671088185596,urcxdlyc-1417,ihjqpfyq-20,7
112,19,2353,18.13884131207036,ottcpbng-2354,ihjqpfyq-20,7
113,19,2503,18.172956721441732,fpybynzo-2504,ihjqpfyq-20,7
114,19,4722,14.323333923635731,hnfffwru-4723,ihjqpfyq-20,7
115,19,5077,10.262713159652378,minbfrqk-5078,ihjqpfyq-20,7
116,19,6143,13.077594017182049,dwgqawhr-6144,ihjqpfyq-20,7
117,20,293,17.81143325085065,qzogopgm-294,pmzskqtj-21,9
118,20,1756,8.565575550688893,jrunryga-1757,pmzskqtj-21,9
119,20,1775,15.543677505357866,urbzyfea-1776,pmzskqtj-21,9
120,20,2085,4.422879187122322,jzgfbuoy-2086,pmzskqtj-21,9
121,20,2725,17.497534289888932,wwaanuad-2726,pmzskqtj-21,9
122,20,4165,16.819883129432274,nsxdalbm-4166,pmzskqtj-21,9
123,20,5199,12.008416421701474,jesotczq-5200,pmzskqtj-21,9
124,20,5209,8.526900893211996,ubrpelpw-5210,pmzskqtj-21,9
125,20,5858,8.959794682329845,cwcurjaa-5859,pmzskqtj-21,9
126,21,920,1.1963820928426248,jjgozhbq-921,dwslkvbt-22,9
127,21,1667,13.54779961118509,djozbojd-1668,dwslkvbt-22,9
128,21,2658,7.736045957115259,mnabpzrq-2659,dwslkvbt-22,9
129,21,2923,19.29775271318088,gjahdiye-2924,dwslkvbt-22,9
130,21,3071,10.696865757792759,gsyqswtx-3072,dwslkvbt-22,9
131,21,3180,8.572948818277206,kgkubysi-3181,dwslkvbt-22,9
132,21,3566,13.04302248659671,aygtidtx-3567,dwslkvbt-22,9
133,21,4591,16.113788259187167,dmjpykcv-4592,dwslkvbt-22,9
134,21,4653,16.24410714338972,lqyqqwcz-4654,dwslkvbt-22,9
135,22,513,13.893062790091658,zxhuduqn-514,cshunlvm-23,4
136,22,3883,5.932193329233307,igkqdfnt-3884,cshunlvm-23,4
137,22,4726,8.436594157259481,apjdglar-4727,cshunlvm-23,4
138,22,6307,13.973161359685163,cmyaukgg-6308,cshunlvm-23,4
139,23,1626,17.156712253923477,srelpyhx-1627,xuyrlkmh-24,4
140,23,2819,17.578291838520837,qyauvrbc-2820,xuyrlkmh-24,4
141,23,3418,13.693265647851414,ahxzihzs-3419,xuyrlkmh-24,4
142,23,4870,18.782350473425996,dhlkhqqq-4871,xuyrlkmh-24,4
143,24,148,4.853868485423277,quroqrcs-149,zkvwnhiq-25,5
144,24,228,19.53002756790574,ixgdxbdv-229,zkvwnhiq-25,5
145,24,990,10.056131709457919,dguibilf-991,zkvwnhiq-25,5
146,24,3013,12.19568058882502,mrcllmjf-3014,zkvwnhiq-25,5
147,24,3897,19.564066747966084,pjrprmfu-3898,zkvwnhiq-25,5
148,25,69,3.735897159656132,ikbruckb-70,zwnlvkqx-26,4
149,25,882,12.133680103997365,vnzsifzv-883,zwnlvkqx-26,4
150,25,1595,11.346993230557013,mejhglco-1596,zwnlvkqx-26,4
151,25,3323,15.820287951832162,akopbtgo-3324,zwnlvkqx-26,4
152,26,49,10.824539690604276,ijrporoc-50,yrjxijuy-27,5
153,26,1237,7.208557330031164,zfzokvfb-1238,yrjxijuy-27,5
154,26,3590,3.4508028500876606,nyxivpiu-3591,yrjxijuy-27,5
155,26,3859,12.096894790505313,uzmawqni-3860,yrjxijuy-27,5
156,26,5123,12.259106247691188,dhmnbjih-5124,yrjxijuy-27,5
157,27,1646,18.479411443009727,ljgqdjpb-1647,amtbwwgp-28,5
158,27,3199,3.0409509488979,wimfhjil-3200,amtbwwgp-28,5
159,27,3455,8.372816431235762,hlnxlrre-3456,amtbwwgp-28,5
160,27,5026,4.55163379148777,ztmhudfv-5027,amtbwwgp-28,5
161,27,5781,8.412724115414203,auvomokz-5782,amtbwwgp-28,5
162,28,34,19.705314707187373,zoifdmug-35,aotphrpb-29,5
163,28,1716,8.034680316259225,mvguqdfb-1717,aotphrpb-29,5
164,28,2212,11.77923383543241,cqttevim-2213,aotphrpb-29,5
165,28,2641,6.408662793285811,ypxnngbb-2642,aotphrpb-29,5
166,28,3068,13.687863821000091,ciwqfilm-3069,aotphrpb-29,5
167,29,1466,5.149178766128288,ksrtudlw-1467,zjwotmcm-30,7
168,29,2770,16.149994115488475,zhumzkav-2771,zjwotmcm-30,7
169,29,2873,10.87161020601708,udyaptto-2874,zjwotmcm-30,7
170,29,3666,15.244298031978092,cwhoweuv-3667,zjwotmcm-30,7
171,29,3804,18.26464865591657,ujjwysom-3805,zjwotmcm-30,7
172,29,4111,19.936927974747366,zvgeublx-4112,zjwotmcm-30,7
173,29,5838,2.864852878506194,ggthxpvr-5839,zjwotmcm-30,7
174,30,1702,16.995619825990456,axjzobhu-1703,ipwrqlju-31,8
175,30,2386,19.293310915935628,rfxpcwvb-2387,ipwrqlju-31,8
176,30,2554,11.252090425384338,tghbuqdo-2555,ipwrqlju-31,8
177,30,2637,16.092396093967007,rvmtipao-2638,ipwrqlju-31,8
178,30,5326,9.922890876625083,osjxtuqb-5327,ipwrqlju-31,8
179,30,5458,19.14323919554024,twxgelqm-5459,ipwrqlju-31,8
