,from,to,dist,to_cell_id_code,from_cell_id_code,nn_from
0,0,79,6.129542868403304,ccowrfzr-80,utleltgq-1,10
1,0,1878,16.39943685165977,dbsdobbb-1879,utleltgq-1,10
2,0,2227,19.354879164270102,efnmctdw-2228,utleltgq-1,10
3,0,2703,14.319882097634896,ntozuzwl-2704,utleltgq-1,10
4,0,2765,15.5205494714447,tamvfmey-2766,utleltgq-1,10
5,0,3038,6.232924139674755,mowmhvlt-3039,utleltgq-1,10
6,0,3520,18.23894076798148,uefixhrs-3521,utleltgq-1,10
7,0,3919,7.376776094814325,ecqwmode-3920,utleltgq-1,10
8,0,4266,11.109269707763714,fevgrktp-4267,utleltgq-1,10
9,0,4293,16.704343662429604,iokyvwzi-4294,utleltgq-1,10
10,1,3234,19.759507080706268,qzheaqxv-3235,kmnssoqp-2,7
11,1,3574,13.304193774999321,fgokuqqk-3575,kmnssoqp-2,7
12,1,4476,16.939248104943882,rsrckzem-4477,kmnssoqp-2,7
13,1,5060,17.94425716773521,peyccicd-5061,kmnssoqp-2,7
14,1,5099,8.387709882624279,xcheijti-5100,kmnssoqp-2,7
15,1,5616,15.960604550055363,sigsqcft-5617,kmnssoqp-2,7
16,1,5696,16.60840597923956,gasixhao-5697,kmnssoqp-2,7
17,2,58,11.275989143987383,wuftooek-59,uygqcygw-3,5
18,2,223,18.331715146058798,nnihonba-224,uygqcygw-3,5
19,2,946,15.754416324444419,psvvuldd-947,uygqcygw-3,5
20,2,4307,6.165321541487537,yrvbqgbw-4308,uygqcygw-3,5
21,2,5011,11.896625139141618,ukkxhxml-5012,uygqcygw-3,5
22,3,983,9.463776001006739,nccsjagt-984,cuezpuoq-4,5
23,3,1054,9.094962934104533,rcddzqky-1055,cuezpuoq-4,5
24,3,2969,16.822408830981807,njeuhfqz-2970,cuezpuoq-4,5
25,3,3982,19.479411907107373,dgzsdppw-3983,cuezpuoq-4,5
26,3,4616,15.450974143150763,pfnhefpm-4617,cuezpuoq-4,5
27,4,227,11.852844545534998,tcvetuns-228,ffvokkjh-5,4
28,4,2183,1.8860682575875019,asbbfnij-2184,ffvokkjh-5,4
29,4,4903,13.866861553711285,oaozhoji-4904,ffvokkjh-5,4
30,4,4992,19.113596526103503,ahvmkwbf-4993,ffvokkjh-5,4
31,5,151,14.400295376417418,wutsbfgi-152,emwlkxhx-6,3
32,5,2521,16.791151126071842,yhhcvuna-2522,emwlkxhx-6,3
33,5,4883,5.420399985199726,ouansfmv-4884,emwlkxhx-6,3
34,6,1133,17.876636245421516,pfqvgwgk-1134,ywpixoyp-7,7
35,6,1469,9.18024378227916,leqdepdd-1470,ywpixoyp-7,7
36,6,2778,7.661269010672776,eflujtur-2779,ywpixoyp-7,7
37,6,4048,17.257878131971243,kutgaebh-4049,ywpixoyp-7,7
38,6,4520,17.27862659482784,gszrxxra-4521,ywpixoyp-7,7
39,6,5177,8.319363527418215,dnhtkquo-5178,ywpixoyp-7,7
40,6,5703,11.292876921373887,octmejev-5704,ywpixoyp-7,7
41,7,2612,10.754684407126996,mbbjrofa-2613,qkamgnsp-8,2
42,7,5352,19.49808336888442,nogwxndq-5353,qkamgnsp-8,2
43,8,309,13.730065938883103,xejzjxsh-310,lvtkwzxt-9,8
44,8,2462,12.570374655026285,qvryivcm-2463,lvtkwzxt-9,8
45,8,3390,7.055828387758867,zrwztwkr-3391,lvtkwzxt-9,8
46,8,4767,16.516599324359706,hkgxpxza-4768,lvtkwzxt-9,8
47,8,4862,19.44567400353485,ixzlcyan-4863,lvtkwzxt-9,8
48,8,4879,18.027183023676656,pvuyvzit-4880,lvtkwzxt-9,8
49,8,5695,6.334865436996093,cflwyljf-5696,lvtkwzxt-9,8
50,8,5914,1.3449841253686166,wuvvdkqh-5915,lvtkwzxt-9,8
51,9,1458,0.5413222350014908,ltwukeup-1459,rygpnway-10,5
52,9,1526,17.318278907369404,atkxkbxr-1527,rygpnway-10,5
53,9,2091,12.465806984550717,fqxiacxy-2092,rygpnway-10,5
54,9,2326,17.72515129102298,vyvlkkro-2327,rygpnway-10,5
55,9,5532,12.891333348674209,akygdbpp-5533,rygpnway-10,5
56,10,739,5.505496996101601,meymbiok-740,hmjwokeh-11,6
57,10,758,9.058892700972969,igduheye-759,hmjwokeh-11,6
58,10,791,16.052740207660047,xlfknwca-792,hmjwokeh-11,6
59,10,1176,17.080038977789684,efuaqmbo-1177,hmjwokeh-11,6
60,10,1511,15.15239943669441,hpwhcoaf-1512,hmjwokeh-11,6
61,10,5789,19.493851390229757,qdrznjhr-5790,hmjwokeh-11,6
62,11,472,16.294856528406758,suazptpv-473,gtlnapms-12,6
63,11,2137,12.78341670047073,jmgfiyca-2138,gtlnapms-12,6
64,11,2158,17.072751747428295,ydludriq-2159,gtlnapms-12,6
65,11,2802,9.627475318296518,cesghmno-2803,gtlnapms-12,6
66,11,4581,17.02291812387735,siuctlig-4582,gtlnapms-12,6
67,11,5456,9.823741193122652,figxxwmn-5457,gtlnapms-12,6
68,12,2114,17.800565543789986,usahkofy-2115,ybydorcm-13,3
69,12,2358,3.5288573547787894,zfafxcpp-2359,ybydorcm-13,3
70,12,4299,15.96328521881579,rrrlfmje-4300,ybydorcm-13,3
71,13,1065,19.83376476672768,jmagjtqo-1066,robmmzqp-14,5
72,13,1593,8.689350821019149,ttkfmhbd-1594,robmmzqp-14,5
73,13,2813,17.940233508403924,qctjkihz-2814,robmmzqp-14,5
74,13,3349,16.66355258608672,qizjszmd-3350,robmmzqp-14,5
75,13,3633,14.66751170607106,iiasxgvj-3634,robmmzqp-14,5
76,14,1108,15.768326370469406,wfckklmu-1109,hnatavic-15,7
77,14,1345,17.599952189728942,ssqrznlc-1346,hnatavic-15,7
78,14,2031,13.924716153972712,akyiurbw-2032,hnatavic-15,7
79,14,2753,14.857536216804286,gbsqbtjz-2754,hnatavic-15,7
80,14,2883,12.612519914448448,viigzkmw-2884,hnatavic-15,7
81,14,3766,5.508789476044745,spjxdnva-3767,hnatavic-15,7
82,14,4306,7.078138640840386,gdgsvpaq-4307,hnatavic-15,7
83,15,1289,16.805445288477827,mpguhgcc-1290,xmhycuas-16,5
84,15,2927,15.810265058514885,svxwjjig-2928,xmhycuas-16,5
85,15,3465,10.803381469353898,jadjqhmu-3466,xmhycuas-16,5
86,15,5582,6.146467114381216,wkqfihwu-5583,xmhycuas-16,5
87,15,5863,11.05133033631565,zwwbzzin-5864,xmhycuas-16,5
88,16,617,18.206618026687156,qgubqhfa-618,dgsaogkw-17,9
89,16,896,19.16522356593861,xuojrejx-897,dgsaogkw-17,9
90,16,1034,10.482821302748038,vwjydmeb-1035,dgsaogkw-17,9
91,16,1499,10.370535098805773,tnixuyik-1500,dgsaogkw-17,9
92,16,2181,9.873550629292799,vsuotide-2182,dgsaogkw-17,9
93,16,2399,15.56864300250603,httxleux-2400,dgsaogkw-17,9
94,16,2978,14.092821743527184,kdfydwci-2979,dgsaogkw-17,9
95,16,4286,11.703267488997188,uycwmvxa-4287,dgsaogkw-17,9
96,16,4507,4.943077281298562,fvtaifux-4508,dgsaogkw-17,9
97,17,2730,14.530356595417004,yihgtuqm-2731,qxpgtpqu-18,2
98,17,5945,16.439067565278805,zeygkxjw-5946,qxpgtpqu-18,2
99,18,142,17.126282921456717,yjzgwfdv-143,gznqioqk-19,4
100,18,631,12.62003853688413,knmcdicn-632,gznqioqk-19,4
